airline_id,operator_state,region,year,fuel_burn_tonnes,g_i,year_shock,fuel_share_in_year
AL0533,France,EUR,2019,343276.3719743336,0.03206351736047451,0.10315010913164263,0.0005688205396751705
AL0534,India,APAC,2019,308136.707925704,0.048717274064432936,0.10315010913164263,0.0005105929297957461
AL0535,"Korea, Rep.",APAC,2019,989880.2691928963,0.024133834922319915,0.10315010913164263,0.0016402650310526061
AL0536,China,APAC,2019,541328.622879331,-0.016977034669343777,0.10315010913164263,0.0008969998069976708
AL0537,United States,NAM,2019,2090326.293569653,0.02869314851121496,0.10315010913164263,0.0034637412518866597
AL0538,United Kingdom,EUR,2019,416363.7726844735,0.0462589470483937,0.10315010913164263,0.0006899288305729362
AL0539,India,APAC,2019,147584.98577979268,-0.010905665591978052,0.10315010913164263,0.00024455330489653055
AL0540,United Arab Emirates,MEA,2019,216459.2746727155,0.04366455664532988,0.10315010913164263,0.0003586803272502426
AL0541,Chile,LAM,2019,153705.86833061808,0.0797964011601687,0.10315010913164263,0.0002546958139653142
AL0542,Japan,APAC,2019,457614.3197837553,0.07278757604159677,0.10315010913164263,0.000758282380011707
AL0543,Singapore,APAC,2019,165088.35013666956,-0.033309811198765304,0.10315010913164263,0.0002735569706669036
AL0544,India,APAC,2019,1482201.9233585629,-0.009011183562188788,0.10315010913164263,0.002456058636087635
AL0545,India,APAC,2019,142476.34791128998,-0.034547172888646144,0.10315010913164263,0.00023608811944652818
AL0546,United Kingdom,EUR,2019,143418.3073493229,0.07284620824951604,0.10315010913164263,0.00023764897804221988
AL0547,China,APAC,2019,162525.57394287278,0.0544131740310409,0.10315010913164263,0.0002693103639772619
AL0548,France,EUR,2019,290292.8565801413,0.05812562242683042,0.10315010913164263,0.0004810250655879951
AL0549,United Arab Emirates,MEA,2019,403146.6184658759,-0.005134012223074927,0.10315010913164263,0.0006680275597329066
AL0550,United States,NAM,2019,1552282.665689856,-0.016666638384017454,0.10315010913164263,0.00257218479252669
AL0551,France,EUR,2019,923290.28601828,0.0330763092786914,0.10315010913164263,0.0015299231804076167
AL0552,Singapore,APAC,2019,6530177.714183172,0.03403934619596132,0.10315010913164263,0.01082072497501859
AL0553,United States,NAM,2019,156678.5856824367,-0.004170136439874732,0.10315010913164263,0.0002596217069961624
AL0554,United States,NAM,2019,3534627.1463478697,0.03568703541463036,0.10315010913164263,0.005856996534228202
AL0555,China,APAC,2019,614570.4510665139,0.0557827220287075,0.10315010913164263,0.0010183639894394045
AL0556,China,APAC,2019,385077.1659336671,0.03912063114360162,0.10315010913164263,0.0006380858667410732
AL0557,Canada,NAM,2019,1473667.5123783085,-0.011575181467305934,0.10315010913164263,0.0024419168289143726
AL0558,United States,NAM,2019,9603738.784320215,-0.054506486460532286,0.10315010913164263,0.01591371945228097
AL0559,China,APAC,2019,2047070.266736199,0.019644802117738683,0.10315010913164263,0.0033920645548099126
AL0560,China,APAC,2019,502573.1321085506,0.03657419643957954,0.10315010913164263,0.0008327806501450701
AL0561,United Arab Emirates,MEA,2019,594110.0137679949,0.019596647991571455,0.10315010913164263,0.0009844603539541062
AL0562,United States,NAM,2019,906533.2195112545,0.012865994537799408,0.10315010913164263,0.0015021561553744704
AL0563,France,EUR,2019,180602.5554384973,0.0023421921444845804,0.10315010913164263,0.0002992645327157034
AL0564,China,APAC,2019,1673693.534149893,0.05862552046595776,0.10315010913164263,0.002773366701210557
AL0565,China,APAC,2019,432382.3588712551,0.027905012871579447,0.10315010913164263,0.0007164721687793876
AL0566,India,APAC,2019,118048.42878713804,0.03492882301504006,0.10315010913164263,0.00019561023260734764
AL0567,China,APAC,2019,361560.61524885404,-0.00886094479149193,0.10315010913164263,0.000599118148179791
AL0568,Singapore,APAC,2019,477767.89245681313,0.005183133066078829,0.10315010913164263,0.0007916775304508076
AL0569,Germany,EUR,2019,7443911.2065894855,0.03655191578591789,0.10315010913164263,0.0123348122257097
AL0570,Germany,EUR,2019,130480.94948265175,-0.010216713446192432,0.10315010913164263,0.00021621133920513466
AL0571,Ethiopia,AFR,2019,320059.37694991956,-0.020371959019127278,0.10315010913164263,0.0005303491949581786
AL0572,China,APAC,2019,355118.99312853615,0.016833959932186175,0.10315010913164263,0.0005884441628140382
AL0573,Chile,LAM,2019,675263.6062845752,0.07803883090132235,0.10315010913164263,0.0011189345970439028
AL0574,Mexico,LAM,2019,1560809.9049503491,0.037638071130437226,0.10315010913164263,0.002586314715918142
AL0575,Japan,APAC,2019,205634.78664171923,0.08838398032910955,0.10315010913164263,0.0003407437850755336
AL0576,United States,NAM,2019,135120.4891066184,0.024739093848043427,0.10315010913164263,0.00022389921302403638
AL0577,Japan,APAC,2019,813380.7665938981,0.017597385565672394,0.10315010913164263,0.001347799395438548
AL0578,Singapore,APAC,2019,127058.85617750521,-0.02568949538754562,0.10315010913164263,0.00021054081504567464
AL0579,India,APAC,2019,786916.3291363964,0.006951018145511873,0.10315010913164263,0.001303946928954483
AL0580,China,APAC,2019,472266.1233701886,0.0874073494866129,0.10315010913164263,0.0007825609132976295
AL0581,Kenya,AFR,2019,108241.5770798648,0.04310201090006092,0.10315010913164263,0.00017935994818327834
AL0582,Brazil,LAM,2019,268488.7368782729,0.059324844089585535,0.10315010913164263,0.0004448949029886126
AL0583,United States,NAM,2019,413668.89649293525,0.058203913286105954,0.10315010913164263,0.0006854633297264545
AL0584,United Kingdom,EUR,2019,805078.4899606422,0.029618182401230656,0.10315010913164263,0.0013340422427166757
AL0585,United States,NAM,2019,191186.04495948093,0.02180776053745731,0.10315010913164263,0.00031680173222159463
AL0586,South Africa,AFR,2019,313025.71777664725,0.03476734292727692,0.10315010913164263,0.0005186941842045368
AL0587,Mexico,LAM,2019,543351.941426102,0.056852083622671856,0.10315010913164263,0.0009003525141504809
AL0588,Canada,NAM,2019,436512.98449949815,0.04831464854031404,0.10315010913164263,0.0007233167549230239
AL0589,Singapore,APAC,2019,2883409.367286278,0.04967888847067729,0.10315010913164263,0.004777906684841257
AL0590,Japan,APAC,2019,1001800.1885696443,0.03616576701680571,0.10315010913164263,0.0016600167399563384
AL0591,Japan,APAC,2019,292919.26365796925,-0.0007973567476299882,0.10315010913164263,0.0004853771108010822
AL0592,Turkey,EUR,2019,534359.8593957461,0.019536183168466482,0.10315010913164263,0.0008854523305931552
AL0593,Kenya,AFR,2019,273142.43330032576,-0.00765812304769032,0.10315010913164263,0.00045260623509997165
AL0594,Singapore,APAC,2019,141195.14910048648,0.07018631462247064,0.10315010913164263,0.0002339651297551581
AL0595,United Kingdom,EUR,2019,383834.1397432957,-0.054081756702859723,0.10315010913164263,0.0006360261303707228
AL0596,United Arab Emirates,MEA,2019,403680.55311161355,0.02128544338396124,0.10315010913164263,0.0006689123074701102
AL0597,United States,NAM,2019,381054.7702987995,0.12548846140952669,0.10315010913164263,0.0006314206213510307
AL0598,Australia,APAC,2019,1332378.7337284468,0.01633861799049179,0.10315010913164263,0.002207796551834338
AL0599,"Korea, Rep.",APAC,2019,337102.5352510431,-0.015391384872243653,0.10315010913164263,0.000558590283754524
AL0600,France,EUR,2019,130477.48442768588,0.029281803611541344,0.10315010913164263,0.0002162055974920527
